Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06 15:30:00+00:00,272.1814880371094,243.66000366210938,284.1907043457031,622.1599731445312,1100.8299560546875,273.3999938964844,247.2899932861328,285.3399963378906,625.2100219726562,1103.2099609375,271.55010986328125,242.89999389648438,281.6199951171875,619.1799926757812,1092.4300537109375,272.8280029296875,247.1999969482422,285.2300109863281,625.2100219726562,1093.39501953125,5580072,4884480,1908302,2536887,370479
2025-11-06 16:30:00+00:00,271.42498779296875,243.94000244140625,285.4949951171875,624.3900146484375,1102.1800537109375,272.2200012207031,244.0749969482422,285.5342102050781,624.6298828125,1103.699951171875,270.3900146484375,242.1699981689453,283.42999267578125,618.7999877929688,1097.1500244140625,272.17999267578125,243.64999389648438,284.2596130371094,622.2564086914062,1100.8399658203125,3198033,3243623,1589151,1585014,266958
2025-11-06 17:30:00+00:00,271.3500061035156,244.11000061035156,285.94000244140625,623.4400024414062,1094.0999755859375,272.56500244140625,244.74000549316406,286.92999267578125,626.0,1103.0699462890625,270.9200134277344,243.3800048828125,284.94000244140625,622.1099853515625,1091.7349853515625,271.4200134277344,243.9600067138672,285.45001220703125,624.3400268554688,1102.0799560546875,2621839,2169963,1137746,1306807,186616
2025-11-06 18:30:00+00:00,271.9901123046875,245.40989685058594,287.5696105957031,624.7550048828125,1090.2950439453125,272.1600036621094,245.50999450683594,287.79998779296875,625.7899780273438,1094.530029296875,271.0203857421875,243.8300018310547,285.6099853515625,621.7537231445312,1085.1300048828125,271.3699951171875,244.10000610351562,285.92999267578125,623.4099731445312,1094.1700439453125,1783486,2267194,1058616,1121435,290539
2025-11-06 19:30:00+00:00,271.2099914550781,244.1199951171875,285.8349914550781,621.4000244140625,1093.0799560546875,272.20001220703125,245.5399932861328,287.7200012207031,625.7899780273438,1094.4512939453125,270.7349853515625,244.08999633789062,285.489990234375,621.3001098632812,1087.9100341796875,272.0050048828125,245.40499877929688,287.53009033203125,624.7750854492188,1090.5155029296875,2198935,2189143,992507,980154,178280
2025-11-06 20:30:00+00:00,269.6600036621094,243.0800018310547,285.3500061035156,619.0999755859375,1097.3900146484375,271.52020263671875,244.52499389648438,286.3299865722656,621.8599853515625,1098.5899658203125,269.5950012207031,242.64999389648438,284.80999755859375,618.0,1092.0001220703125,271.20001220703125,244.1199951171875,285.8500061035156,621.3499755859375,1093.280029296875,14262779,4062106,8286741,1587235,420333
2025-11-07 14:30:00+00:00,271.5799865722656,240.9499969482422,278.7900085449219,606.5928955078125,1101.5699462890625,272.2900085449219,243.1699981689453,284.5,617.4000244140625,1108.219970703125,267.2699890136719,239.14999389648438,276.3900146484375,603.6901245117188,1087.800048828125,269.7950134277344,242.89999389648438,284.17999267578125,616.4849853515625,1094.175048828125,7855390,8509805,4694504,7313599,555821
2025-11-07 15:30:00+00:00,269.5299987792969,240.00999450683594,277.1709899902344,604.5499877929688,1092.3900146484375,271.9700012207031,241.2100067138672,279.11248779296875,607.5,1103.8900146484375,269.4800109863281,239.1999969482422,276.3699951171875,601.2000122070312,1090.380126953125,271.55999755859375,240.97000122070312,278.760986328125,606.739990234375,1101.5899658203125,3991205,3329016,2407170,3038387,309383
2025-11-07 16:30:00+00:00,269.1099853515625,239.75999450683594,277.8699951171875,608.219970703125,1090.6939697265625,269.8900146484375,240.13999938964844,278.2699890136719,609.0999755859375,1097.06005859375,268.32000732421875,238.49000549316406,275.739990234375,602.5599975585938,1087.6700439453125,269.5199890136719,240.0,277.17498779296875,604.4400024414062,1092.2149658203125,3276263,2366012,1326205,2213507,253578
2025-11-07 17:30:00+00:00,268.45001220703125,240.5500030517578,278.1033935546875,612.8026733398438,1095.530029296875,269.1400146484375,240.8300018310547,278.3629150390625,613.2000122070312,1095.7598876953125,268.0588073730469,239.3000030517578,277.07000732421875,606.5399780273438,1087.5,269.114990234375,239.74000549316406,277.8500061035156,608.1099853515625,1090.8798828125,2041690,1973604,961157,1706288,236611
2025-11-07 18:30:00+00:00,267.25,241.48989868164062,277.82000732421875,614.9080200195312,1096.1099853515625,268.6600036621094,241.66000366210938,278.3900146484375,615.389892578125,1097.083740234375,267.0950012207031,240.2100067138672,277.0400085449219,611.22998046875,1092.75,268.45001220703125,240.53500366210938,278.1000061035156,612.844970703125,1095.550048828125,2217548,3858846,887889,1435624,144383
2025-11-07 19:30:00+00:00,267.7598876953125,243.3699951171875,278.9909973144531,618.3499755859375,1101.3900146484375,268.5,243.82000732421875,280.0899963378906,620.5,1103.2900390625,266.7799987792969,241.49000549316406,277.8599853515625,614.7000732421875,1095.81005859375,267.260009765625,241.49000549316406,277.8599853515625,614.97998046875,1096.0999755859375,3921327,3687165,1213164,1869908,259746
2025-11-07 20:30:00+00:00,268.4200134277344,244.41000366210938,279.6300048828125,621.5999755859375,1103.3800048828125,268.5799865722656,244.89999389648438,279.82000732421875,622.1300048828125,1104.4100341796875,267.69000244140625,243.3800048828125,278.79998779296875,617.6300048828125,1098.050048828125,267.760009765625,243.41000366210938,278.989990234375,618.344970703125,1101.4000244140625,3276821,3082318,1389312,1475525,278871
2025-11-10 14:30:00+00:00,271.85699462890625,248.02999877929688,288.7200012207031,633.83740234375,1124.7950439453125,273.7300109863281,251.75,290.42999267578125,634.9600219726562,1128.18994140625,268.95001220703125,247.99000549316406,283.5400085449219,623.2999877929688,1104.113037109375,268.95001220703125,248.30999755859375,285.2099914550781,631.3900146484375,1107.0999755859375,7030981,7213922,4164797,3873187,720526
2025-11-10 15:30:00+00:00,269.06640625,246.3800048828125,286.96551513671875,630.4099731445312,1116.6300048828125,271.989990234375,248.08999633789062,289.2698974609375,633.8800048828125,1127.155029296875,269.04998779296875,245.58999633789062,286.19000244140625,626.489990234375,1114.6300048828125,271.8299865722656,248.0211944580078,288.7049865722656,633.6300048828125,1124.800048828125,3083676,3238084,1570763,1532229,257424
2025-11-10 16:30:00+00:00,269.0799865722656,247.10499572753906,287.30999755859375,633.864990234375,1116.83984375,269.7587890625,247.44500732421875,287.5799865722656,634.4600219726562,1122.25,268.489990234375,246.0,286.2001037597656,630.2999877929688,1116.249755859375,269.0400085449219,246.33999633789062,286.94500732421875,630.4099731445312,1116.6300048828125,2346213,2393779,892605,1088389,175811
2025-11-10 17:30:00+00:00,269.7300109863281,248.6300048828125,288.8399963378906,632.8400268554688,1115.6300048828125,270.2300109863281,248.89999389648438,289.3299865722656,635.0,1118.7271728515625,269.010009765625,247.0955047607422,287.260009765625,632.3300170898438,1114.3299560546875,269.07000732421875,247.10499572753906,287.3399963378906,633.9299926757812,1116.6663818359375,1807442,1959822,743976,879505,162437
2025-11-10 18:30:00+00:00,269.6600036621094,248.7698974609375,291.1000061035156,632.780029296875,1115.5999755859375,270.3077087402344,248.95640563964844,291.42999267578125,634.6500244140625,1118.1800537109375,267.4549865722656,248.47000122070312,288.8500061035156,632.010009765625,1115.2900390625,269.7099914550781,248.6529998779297,288.8699951171875,632.8400268554688,1115.6500244140625,3188667,1461943,1315791,781607,171050
2025-11-10 19:30:00+00:00,269.11859130859375,248.27000427246094,290.55999755859375,632.6320190429688,1120.659912109375,269.80999755859375,248.83999633789062,291.4595031738281,634.27001953125,1124.47998046875,269.04998779296875,248.1750030517578,290.4200134277344,631.989990234375,1112.56005859375,269.6300048828125,248.7449951171875,291.0899963378906,632.7650146484375,1115.5400390625,2248210,1829109,1095959,871980,256469
2025-11-10 20:30:00+00:00,269.3599853515625,248.41000366210938,290.5899963378906,631.77001953125,1120.18994140625,269.6000061035156,249.22999572753906,291.2388000488281,634.72998046875,1123.9200439453125,268.760009765625,247.89999389648438,290.42999267578125,631.260009765625,1119.030029296875,269.1000061035156,248.25999450683594,290.5400085449219,632.6699829101562,1120.5,2892894,11095457,1716713,1488867,308211
2025-11-11 14:30:00+00:00,274.1000061035156,248.46780395507812,289.4599914550781,622.3699951171875,1123.510009765625,274.739990234375,249.62989807128906,291.6940002441406,629.5599975585938,1135.6800537109375,269.79998779296875,247.8300018310547,287.8800048828125,621.8101196289062,1112.800048828125,269.80999755859375,248.44500732421875,288.20001220703125,628.125,1118.75,9244708,3730327,2757570,2509903,559122
2025-11-11 15:30:00+00:00,272.5,247.5800018310547,289.1499938964844,622.3699951171875,1125.06005859375,274.3460998535156,248.9600067138672,290.3550109863281,623.9600219726562,1128.9200439453125,272.42999267578125,247.5449981689453,288.7900085449219,619.4000244140625,1122.5699462890625,274.1000061035156,248.4573974609375,289.4049987792969,622.3651123046875,1123.3299560546875,3452496,2380534,975039,1416358,176573
2025-11-11 16:30:00+00:00,273.31500244140625,248.26829528808594,290.0199890136719,623.3800048828125,1124.18994140625,273.614990234375,248.47999572753906,290.6000061035156,625.5999755859375,1125.5899658203125,271.7799987792969,247.22999572753906,288.7699890136719,621.732177734375,1118.9000244140625,272.510009765625,247.60000610351562,289.17999267578125,622.4000244140625,1124.9949951171875,2525614,1320221,831517,846209,181061
2025-11-11 17:30:00+00:00,274.4800109863281,249.3260040283203,289.7900085449219,624.1300048828125,1130.68994140625,274.70001220703125,249.38999938964844,290.20001220703125,624.64990234375,1132.0,273.0299987792969,248.0,289.2699890136719,623.2800903320312,1124.0699462890625,273.3299865722656,248.2736053466797,290.0299987792969,623.3699951171875,1124.0699462890625,2634766,1560683,2614077,657328,599538
2025-11-11 18:30:00+00:00,275.32000732421875,249.3699951171875,290.5899963378906,625.02001953125,1132.75,275.6600036621094,249.74989318847656,291.69000244140625,626.1500244140625,1136.0,274.1600036621094,249.1042938232422,289.4200134277344,623.4000244140625,1130.6099853515625,274.489990234375,249.30999755859375,289.79998779296875,624.1300048828125,1130.8199462890625,10240188,1357003,1003383,783117,730220
2025-11-11 19:30:00+00:00,275.25,248.8800048828125,291.2099914550781,626.6500244140625,1136.5400390625,275.760009765625,249.5,291.3399963378906,626.8400268554688,1137.4998779296875,275.04998779296875,248.82000732421875,290.5299987792969,625.0,1132.3199462890625,275.3299865722656,249.42999267578125,290.5899963378906,625.1500244140625,1132.729248046875,2653431,1253534,756962,653056,195835
2025-11-11 20:30:00+00:00,275.29998779296875,249.13999938964844,291.7099914550781,627.1799926757812,1136.5999755859375,275.8450012207031,249.47000122070312,292.3399963378906,628.0,1139.2198486328125,274.79998779296875,248.75,291.080810546875,626.1801147460938,1134.9000244140625,275.239990234375,248.8699951171875,291.2300109863281,626.5599975585938,1136.5899658203125,4039713,1833631,4898248,1018218,966986
